IPS 1,IPS 2,IPS 3,IPS 4,IPS 5,IPS 6,IPS 7,IPS 8,IPK,JENIS KELAMIN,STATUS MAHASISWA,STATUS NIKAH,STATUS KELULUSAN,RATA_RATA_IPS,TREND_IPS,JENIS KELAMIN_ENCODED,STATUS MAHASISWA_ENCODED,STATUS NIKAH_ENCODED,STATUS KELULUSAN_ENCODED
-0.44617103127401586,-0.2793219417325169,-1.613518838346418,-1.8074726038777194,-0.7116560913751366,-1.0517712241792754,-2.312768491407678,-0.25114176117171816,-1.788231555828319,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,1.8975,-1.89,0,1,0,1
0.5958538034454778,1.8949334200645485,0.10019297911321194,0.952763955632193,1.0407420155557296,1.1549977724181515,1.583137631382586,,0.9709655895094685,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TEPAT,3.415714285714286,0.6299999999999999,0,1,0,0
0.3535224465339675,1.0927809564889321,-0.03554657078458066,0.027544997137250032,0.9733420883660809,0.3038154451591438,1.1869437883869662,1.947423216518593,0.7754319335406492,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,3.2337499999999997,0.43000000000000016,0,0,0,1
0.6443200748277799,0.8816882029164013,0.10019297911321194,0.3359513166355646,0.8890921793790203,0.19347699532927273,0.7247176382254094,1.2336034185671931,0.5581723157975161,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,3.0875,-0.040000000000000036,0,0,0,1
0.11119108962245726,1.0716716811316787,-0.12038378947070065,0.19716847286132339,0.8722421975816077,-0.07448781140041473,0.9756404054559686,1.947423216518593,0.38436462160300966,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,3.17,0.3700000000000001,0,1,0,1
0.23235676807821293,1.2616551593469567,0.982500053448863,0.706038900033542,0.2824928346721822,0.19347699532927273,0.2889044109302272,-0.9078559752870059,0.5798982775718299,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.7225,-0.20000000000000018,0,0,0,1
0.4746881249897221,0.22730066684155614,-1.070560638755248,-0.20375974248648554,0.3667427436592428,0.9027956013784459,0.9360210211564068,0.5197836206157935,0.34091269805438307,LAKI - LAKI,BEKERJA,MENIKAH,TERLAMBAT,2.8225000000000002,0.1900000000000004,0,0,1,1
-0.5188704383474684,0.3961748696995808,-0.0016116833101325076,-0.018715950787496806,0.7879922885945472,0.9816087798283538,0.9096080982900322,0.5197836206157935,0.3191867362800702,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.91,0.5800000000000001,0,0,0,1
-0.9793000164793374,-0.7648352749493373,-1.2911374073391606,-1.2831818607305854,-1.6215551084353939,-0.3424526181301022,-1.216632192453129,-0.9078559752870059,-1.3319863585677403,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,1.8850000000000002,-0.8400000000000001,0,1,0,1
-6.1167247830033515,0.18508211612704997,0.4395418538576934,-0.6663692217339566,0.5183925798359521,0.13042645256934618,0.9360210211564068,1.5548223276453232,0.6450761628947693,PEREMPUAN,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.685,2.91,1,0,0,1
1.1532159243419509,1.7260592172065237,0.660118622441606,1.7083594384030631,1.3777416515039735,0.39839125929903363,1.0812920969214674,1.483440347850183,1.2751290543498548,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TEPAT,3.44625,0.020000000000000018,0,1,0,0
-0.8096680666412808,-0.23710339101801076,-0.10341634573347695,-0.018715950787496806,0.8553922157841959,0.42991653067899693,0.10401395086560432,1.2336034185671931,0.14537904208556376,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.86,0.08999999999999986,0,0,0,1
0.4746881249897221,1.1983273332751971,0.5243790725438134,0.22800910481115483,0.08029305310323592,0.7136439730986663,1.1341179426542167,0.8766935195914933,0.688528086443396,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TEPAT,3.0775,0.3400000000000003,0,1,0,0
-0.10690713159790147,0.5861583479148581,-0.45973266421518216,0.8910826917325301,0.29934281646959404,0.571780251888832,0.67189179249266,1.447749357952613,0.36263865982869686,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,3.05375,0.22999999999999998,0,0,0,1
-0.8096680666412808,-0.1315570142317458,-1.1044955262296963,-0.4350644821102211,-0.23985660104759532,-0.011437268640488189,0.8831951754236574,0.5197836206157935,-0.15878442275482255,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TEPAT,2.59125,0.6800000000000002,0,1,0,0
0.6443200748277799,0.6072676232721117,-0.2900582268429414,0.027544997137250032,0.48469261624112775,0.682118701718703,0.3153173337966019,1.0694248650383713,0.2974607745057564,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TEPAT,2.95875,-0.3500000000000001,0,1,0,0
0.01425854685785314,0.5017212464858458,-0.6124396578501984,-0.6509489057590413,-0.6274061823880753,-0.6261800605497716,0.10401395086560432,1.0694248650383713,0.2757348127314436,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,2.635,-0.25,0,1,0,1
0.4746881249897221,0.9661253043454137,-1.0026908638063519,0.4130528965101429,0.5015425980385403,0.776694515858593,1.4642794784839002,1.0694248650383713,0.36263865982869686,LAKI - LAKI,BEKERJA,MENIKAH,TERLAMBAT,3.0675,0.5900000000000003,0,0,1,1
-0.34923848850941175,0.7339232754156302,-0.7821140952224391,0.19716847286132339,0.40044270725406717,0.16195172394930946,1.0944985583546545,1.3835055761369872,0.2974607745057564,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TEPAT,2.97375,0.6499999999999999,0,0,0,0
0.0627248182401552,1.0716716811316787,-0.7142443202735429,0.7522998479582889,0.8553922157841959,0.9343208727584092,1.0944985583546545,0.5197836206157935,0.4929944304745767,LAKI - LAKI,BEKERJA,MENIKAH,TERLAMBAT,3.00875,0.48,0,0,1,1
-0.22807281005365715,0.9239067536309075,0.1341278665876601,-1.3448631246302483,0.18139294388770907,1.312624129317968,0.10401395086560432,0.7482059559602413,0.2974607745057564,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.80375,-0.1499999999999999,0,0,0,1
-0.39770475989171383,-0.4693054199477951,0.5074116288065897,0.3359513166355646,0.2824928346721822,-0.09025044709039672,0.8171628682577204,0.5197836206157935,0.2105569274085032,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.8,0.45999999999999996,0,0,0,1
-1.367030187537754,0.5861583479148581,0.5074116288065897,-0.06497689871224364,-0.2230066192501835,-0.7995690531395693,0.3945561023957259,1.2336034185671931,0.058475194988310546,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.77125,0.54,0,0,0,1
-0.34923848850941175,-0.4693054199477951,0.3207697476971245,-1.5761678642539838,0.46784263444371593,-0.16906362554030455,1.490692401350275,1.3906437741165012,0.34091269805438307,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.8575,0.9500000000000002,0,0,0,1
-1.0277662878616394,0.43839342041408697,0.16806275406210824,0.01212468116233465,-0.0545068012760616,-0.452791067959974,0.7247176382254094,0.9694900933251752,-0.0718805756575693,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.78625,0.6499999999999999,0,0,0,1
0.0627248182401552,-0.4693054199477951,-0.1373512332079251,0.4130528965101429,-0.2230066192501835,0.24076490239921727,1.0152597897555304,0.5197836206157935,0.2105569274085032,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.79,0.41999999999999993,0,0,0,1
-1.9001591727430764,-0.4693054199477951,-0.5276024391640785,-0.4659051140600525,-0.4420563826165416,0.020088002739475082,0.67189179249266,1.2336034185671931,-0.3543180787236418,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.6475,0.9700000000000002,0,0,0,1
0.5958538034454778,0.3961748696995808,0.1341278665876601,0.4901544763847218,0.7879922885945472,0.6033055232687945,1.2265631726865278,-0.9078559752870059,0.5147203922488895,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.76875,0.3599999999999999,0,0,0,1
-0.6885023881855261,-0.5537425213768075,-0.5615373266385266,-1.3448631246302483,-0.7622060367673729,-0.6734679676197162,-0.45065742932826364,0.9123845094890632,0.015023271439683928,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,2.3899999999999997,-0.3799999999999999,0,1,0,1
0.9835839745038932,1.9371519707790545,0.2019976415365564,1.1069671153813503,-0.15560669206053473,0.7136439730986663,0.7379240996585964,1.5905133175428932,0.6668021246690832,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TEPAT,3.2649999999999997,-0.16999999999999993,0,0,0,0
-0.34923848850941175,0.16397284076979737,-0.25612333936849324,0.6135170041840476,0.686892397810074,0.5402549805088687,1.583137631382586,-0.9078559752870059,0.5798982775718299,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TEPAT,2.70875,1.02,0,0,0,0
-2.3121224794926434,-1.9047361442410033,-2.224346812886484,-2.316343031049938,-2.3798042893189417,-0.07448781140041473,-0.437450967895076,1.0194574791817734,-0.5933036582410878,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,1.9725000000000001,0.30000000000000027,0,0,0,1
-1.4881958659935084,-2.390249477457824,-0.7651466514852148,-1.838313235827551,-2.2450044349396445,-1.4615997521187976,-0.9789158866557569,0.7339295600012132,-1.7230536705053787,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,1.93125,-0.4500000000000002,0,0,0,1
-0.8096680666412808,-1.144802231379893,-0.3748954455290614,-1.4219647045048265,-1.9417047625862254,-0.40550316089002875,0.5794465624603488,0.6411329862675313,-0.4629478875952079,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.34,0.4500000000000002,0,0,0,1
0.01425854685785314,-0.026010637445480853,-1.1893327449158162,-0.9901958572071866,-0.9812558001337309,-0.027199904330470176,0.14363333516516666,-0.12265419754046619,-0.05015461388325551,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.35,-0.21999999999999975,0,0,0,1
-0.22807281005365715,0.5861583479148581,-0.5445698829013021,-0.08039721468715971,0.1982429256851209,0.8555076943085007,0.4473819481284753,-0.2796945530897742,0.25400885095712983,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.65375,0.11000000000000032,0,0,0,1
-0.6885023881855261,0.016207913269025313,-0.018579127047356207,-0.2191800584614009,-0.4420563826165416,0.8082197872385561,0.3549367180961636,-0.2796945530897742,0.08020115676262433,PEREMPUAN,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.5637499999999998,0.22999999999999998,1,0,0,1
-1.7305272229050188,-2.6646700571021134,-1.4777792884486258,-0.7897317495332825,-1.82375489000434,-0.27940207537017564,-1.2694580381858782,0.3413286711279436,-1.353712320342053,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,1.96375,-0.5700000000000001,0,0,0,1
-0.9066006094058848,0.2906284929133159,-0.10341634573347695,-0.4350644821102211,-1.3182554360819747,-0.37397788951006544,-0.0676700477658309,-0.9078559752870059,-0.44122192582089503,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,2.23625,0.0,0,1,0,1
-1.2700976447731498,-2.0525010717417747,-0.23915589563126954,-0.9901958572071866,-1.7058050174224548,-0.3582152538200842,0.06439456656604257,0.36988146304599956,-1.0495488555016668,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,2.2325,0.25,0,1,0,1
-1.8274597656696228,-0.6592888981630725,0.2019976415365564,0.10464657701182901,-1.2845554724871504,-0.9887206814193489,0.09080748943241726,0.36988146304599956,-0.18051038452913537,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.39125,0.5,0,0,0,1
0.0627248182401552,1.4094200868477278,0.4565092975949171,-0.4350644821102211,-0.020806837681237214,1.0288966868982983,1.0152597897555304,-0.9078559752870059,0.4712684687002629,PEREMPUAN,MAHASISWA,BELUM MENIKAH,TEPAT,2.70375,0.41999999999999993,1,1,0,0
-0.10690713159790147,0.6283768986293643,0.49044418506936527,0.4593138444348904,0.1645429620902965,1.2810988579380045,0.7775434839581586,-0.9078559752870059,0.7319800099920226,PEREMPUAN,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.7350000000000003,0.31000000000000005,1,0,0,1
-0.6158029811120725,0.20619139148430354,-0.3748954455290614,-0.15749879456173801,-0.7116560913751366,0.4141538949890156,0.9096080982900322,-0.9078559752870059,-0.028428652108942687,PEREMPUAN,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.4487500000000004,0.6200000000000001,1,0,0,1
-0.22807281005365715,0.2906284929133159,-0.7990815389596628,-0.7897317495332825,-0.7959060003621973,0.14618908825932816,0.10401395086560432,-0.9078559752870059,-0.006702690334628897,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,2.2875,-0.1499999999999999,0,1,0,1
0.01425854685785314,1.303873710061463,0.03232320416431564,0.05838562908708149,-0.863305927551846,0.14618908825932816,-0.22614758496407905,-0.2796945530897742,-0.0718805756575693,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,2.56375,-0.5,0,1,0,1
0.4019887179162696,1.7260592172065237,0.8806953910255186,0.9065030077074462,0.6194924706204252,0.6190681589587765,1.4510730170507125,-0.9078559752870059,0.9275136659608418,PEREMPUAN,MAHASISWA,BELUM MENIKAH,TEPAT,2.9362500000000002,0.6099999999999999,1,1,0,0
-0.6885023881855261,1.2194366086324506,-0.510634995426854,-0.08039721468715971,0.1476929802928847,-0.18482626123028653,0.3417302566629766,-0.1940361773356062,0.14537904208556376,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.58875,0.2200000000000002,0,0,0,1
1.1047496529596488,1.662731391134765,1.30488148445612,1.21490932720576,1.3103417243143247,1.564826300357674,1.6491699385485223,-0.9078559752870059,1.4489367485443612,PEREMPUAN,MAHASISWA,BELUM MENIKAH,TEPAT,3.17,0.46999999999999975,1,1,0,0
0.3535224465339675,0.8816882029164013,-0.03554657078458066,0.47473416040980576,0.26564285287476963,1.1549977724181515,1.0548791740550927,-0.9078559752870059,0.6233502011204566,PEREMPUAN,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.76,0.33000000000000007,1,0,0,1
-0.9066006094058848,-0.7015074488775785,-1.1384304137041443,-1.0672974370817656,-2.2450044349396445,-0.7207558746896614,-0.6355478893928865,0.9337991034276054,-0.6584815435640281,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TEPAT,2.2225,-0.43000000000000016,0,1,0,0
-0.8096680666412808,-0.026010637445480853,-0.5276024391640785,-0.4350644821102211,-0.7790560185647855,0.4141538949890156,0.6190659467599106,-0.9078559752870059,-0.0718805756575693,PEREMPUAN,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.35875,0.48,1,0,0,1
-0.22807281005365715,0.7761418261301364,0.3886395226460208,-0.049556582737328256,0.029743107710998983,0.4456791663689789,0.685098253925847,-0.9078559752870059,0.2757348127314436,PEREMPUAN,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.60375,0.29000000000000004,1,0,0,1
-0.6885023881855261,0.7339232754156302,0.2698674164854527,0.15090752493657586,-0.8127559821596098,0.19347699532927273,0.9228145597232192,-0.9078559752870059,0.36263865982869686,PEREMPUAN,BEKERJA,MENIKAH,TERLAMBAT,2.525,0.6600000000000001,1,0,1,1
-0.6158029811120725,1.0716716811316787,0.9146302784999668,0.01212468116233465,-0.35780647362948104,0.19347699532927273,0.9624339440227809,-0.1940361773356062,0.4929944304745767,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.7475,0.6599999999999997,0,0,0,1
-0.44617103127401586,-1.33478570959517,-1.5286816196602977,-0.7126301696587042,-1.2340055270949142,-0.783806417449588,-1.1902192695867544,0.12004453376300961,-1.3319863585677403,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.08375,-1.04,0,0,0,1
0.01425854685785314,0.016207913269025313,0.5074116288065897,-0.31170195431089526,-0.9307058547414947,0.35110335222908906,0.8699887139904698,-0.9078559752870059,0.18883096563419038,PEREMPUAN,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.4975,0.33000000000000007,1,0,0,1
0.3535224465339675,1.451638637562234,-0.3579280017918377,-0.6509489057590413,-1.0486557273233796,-0.5158416107199005,-0.820438349457509,-0.9078559752870059,-0.5715776964667749,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.27125,-1.09,0,0,0,1
-1.9486254441253785,-2.390249477457824,-1.1214629699669199,-1.0672974370817656,-2.009104689775874,-0.6419426962397529,-0.47707035219463834,0.7267913620216995,-1.3102603967934263,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.0725,0.1200000000000001,0,0,0,1
-0.7369686595678282,-1.081474405308134,-1.4947467321858496,-0.7126301696587042,-1.2340055270949142,0.1146638168793649,0.14363333516516666,0.13432092972203763,-0.6584815435640281,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.28625,0.0900000000000003,0,0,0,1
0.9351177031215923,1.6205128404202587,0.5922488474927097,0.9990249035569405,0.9227921429738447,1.2968614936279865,0.9228145597232192,-0.9078559752870059,1.0578694366067218,PEREMPUAN,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.9699999999999998,-0.010000000000000231,1,0,0,1
-1.9001591727430764,-0.23710339101801076,-0.985723420069128,-0.6509489057590413,-1.3519553996767992,-0.6419426962397529,-0.8864706566234455,-0.05127221774532631,-1.2016305879218603,PEREMPUAN,MAHASISWA,BELUM MENIKAH,TERLAMBAT,2.12,-0.20999999999999974,1,1,0,1
-0.22807281005365715,0.6283768986293643,-0.25612333936849324,-0.29628163833597987,-0.25670658284500786,-0.027199904330470176,0.27569794949704013,-0.9078559752870059,-0.0718805756575693,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,2.4299999999999997,-0.019999999999999574,0,1,0,1
0.11119108962245726,1.557185014348499,0.8128256160766223,1.1686483792810132,0.7542923249997228,0.8082197872385561,1.3190084027188391,-0.9078559752870059,0.9926915512837823,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TEPAT,2.94,0.6299999999999999,0,1,0,0
-0.22807281005365715,-3.6356967235357542,-1.0366257512808,-2.825213458222157,-2.110204580560347,-0.783806417449588,-1.8769552641124956,-0.9078559752870059,-2.6572700268008504,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,1.51375,-1.6499999999999997,0,1,0,1
-1.367030187537754,-1.4192228110241825,-1.8001607194558824,-1.7149507080282254,-2.4809041801034146,-1.3827865736688894,-1.1770128081535671,1.0123192812022592,-1.353712320342053,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,1.9475,-0.6500000000000001,0,0,0,1
-0.7369686595678282,-1.3770042603096764,-1.2911374073391606,-0.7897317495332825,-1.638405090232806,-1.3354986665989448,-0.4902768136278254,0.6411329862675313,-0.680207505338341,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.16125,-0.3899999999999997,0,0,0,1
-1.6578278158315662,-0.3215404924470231,-0.5954722141129747,-1.2060802808560067,-1.9754047261810495,0.004325367049493096,-0.10728943206539264,0.1414591277015516,-0.3760440404979556,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.22375,0.28000000000000025,0,0,0,1
-0.05844086021559941,1.6838406664920176,0.47347674133214157,0.690618584058626,0.40044270725406717,0.5087297091289055,0.8567822525572828,-0.9078559752870059,0.7971578953149621,LAKI - LAKI,MAHASISWA,MENIKAH,TEPAT,2.78125,0.3500000000000001,0,1,1,0
-1.4397295946112074,-2.0102825210272686,-4.3792121675139395,-4.290143475839149,-4.351252159616166,-4.535313711665213,-1.137393423854005,0.31991407718940157,-3.352500803578876,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,1.0037500000000001,-0.5899999999999999,0,0,0,1
-1.1489319663173951,-0.23710339101801076,0.2019976415365564,0.3359513166355646,0.804842270391959,0.19347699532927273,-2.524071874338675,-0.6580190460040161,-0.6584815435640281,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TEPAT,2.29125,-1.7599999999999998,0,1,0,0
-0.39770475989171383,-0.6592888981630725,0.2868348602226764,0.07380594506199756,-0.4420563826165416,0.4141538949890156,0.8039564068245334,-0.9078559752870059,-0.3108661551750152,LAKI - LAKI,MAHASISWA,BELUM MENIKAH,TERLAMBAT,2.48625,0.4500000000000002,0,1,0,1
0.01425854685785314,-0.23710339101801076,-0.018579127047356207,-0.08039721468715971,-0.6274061823880753,0.49296707343892343,-0.6091349665265118,-0.044134019765812306,-0.028428652108942687,PEREMPUAN,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.5075,-0.79,1,0,0,1
-1.2700976447731498,-0.1315570142317458,-0.9178536451202318,-0.9285145933075236,-1.7732049446121034,-0.37397788951006544,-0.3714186607291396,0.7196531640421853,-0.9626450084044135,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.315,-0.08000000000000007,0,0,0,1
-0.9793000164793374,-2.9179813613891503,-1.2572025198647125,-3.8737949445164253,-3.946852596478274,-2.5176963433475663,-2.4712460286059255,-0.7008482338811,-2.418284447283404,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,1.1225,-1.79,0,0,0,1
0.9351177031215923,2.1482447243515854,1.270946596981672,1.276590591105423,1.529391487680683,1.344149400697931,1.5435182470830242,-0.9078559752870059,1.5141146338673006,PEREMPUAN,MAHASISWA,BELUM MENIKAH,TEPAT,3.1812500000000004,0.45999999999999996,1,1,0,0
-1.4881958659935084,0.691704724701124,-1.6983560570325384,-1.3757037565800798,-1.9417047625862254,-0.768043781759606,-1.0317417323885063,0.12718273174252362,-1.6361498234081255,LAKI - LAKI,BEKERJA,BELUM MENIKAH,TERLAMBAT,2.04875,-0.4900000000000002,0,0,0,1
